word,image_url,description,examples,level,is_favorite,needs_review,last_seen,created_at,video_url,category
Feeling Unworthy,,Sign language gesture for 'Feeling Unworthy',Example sentence using 'Feeling Unworthy'.,intermediate,FALSE,FALSE,2025-07-17T18:32:00.744847,2025-07-17T18:32:00.744847,https://drive.google.com/file/d/1QwIhPC5H5I6Gwl17nwu8QSFC9sy-I8id/view?usp=sharing,EMOTIONS AND REACTIONS
First Responders,,Sign language gesture for 'First Responders',Example sentence using 'First Responders'.,beginner,FALSE,FALSE,2025-07-17T18:32:00.744769,2025-07-17T18:32:00.744769,https://drive.google.com/file/d/1rGjzjpxIridskWnici2akTVapr-I-pDh/view?usp=sharing,BASIC
Five,,Hold up all five fingers,I have five books.,beginner,FALSE,FALSE,2025-07-02T14:53:25.051702,2025-07-02T14:53:25.051704,,BASIC
Flora,,Sign language gesture for 'Flora',Example sentence using 'Flora'.,intermediate,FALSE,FALSE,2025-07-17T18:32:00.747311,2025-07-17T18:32:00.747311,https://drive.google.com/file/d/10jia_toZX3R1k-dBrjDcxV2Lz0ZgzFkx/view?usp=sharing,GENERAL
Focus,,Sign language gesture for 'Focus',Example sentence using 'Focus'.,intermediate,FALSE,FALSE,2025-07-17T18:32:00.746600,2025-07-17T18:32:00.746600,https://drive.google.com/file/d/1TTIoFtmatCSdua8SSElGfFH3x2SjPbVK/view?usp=sharing,GENERAL
Food,,Bring fingertips to mouth several times,The food smells delicious.,beginner,FALSE,FALSE,2025-07-02T14:53:25.051175,2025-07-02T14:53:25.051177,https://drive.google.com/file/d/1GYYzJm_4iYNC0dGAeRHVDOsWDdyp40A2/view?usp=sharing,BASIC
Forgetfulness,,Sign language gesture for 'Forgetfulness',Example sentence using 'Forgetfulness'.,advanced,FALSE,FALSE,2025-07-17T18:32:00.744781,2025-07-17T18:32:00.744781,https://drive.google.com/file/d/1E6Xz14ZnCrvm3lXTTRLvCYIdc-tP1q-X/view?usp=sharing,ADVANCED
Fossil,,Sign language gesture for 'Fossil',Example sentence using 'Fossil'.,beginner,FALSE,FALSE,2025-07-17T18:32:00.747146,2025-07-17T18:32:00.747146,https://drive.google.com/file/d/1XPLlGshrJraXlMSZD2hXzOryGBjyP_4E/view?usp=sharing,BASIC
Fossil Fuel,,Sign language gesture for 'Fossil Fuel',Example sentence using 'Fossil Fuel'.,beginner,FALSE,FALSE,2025-07-17T18:32:00.747766,2025-07-17T18:32:00.747766,https://drive.google.com/file/d/1f1p1e1oqdT8n-NbGk1WsE5bIdsionRk2/view?usp=sharing,BASIC
Four,,Hold up four fingers,The meeting is at four.,beginner,FALSE,FALSE,2025-07-02T14:53:25.051697,2025-07-02T14:53:25.051699,https://drive.google.com/file/d/1T3M-iZwLVhAvYSv4GRJ1x6tGlfpoPq10/view?usp=sharing,BASIC
Free,,Both hands break apart from bound position,Are you free tomorrow?,beginner,FALSE,FALSE,2025-07-02T14:53:25.051560,2025-07-02T14:53:25.051562,https://drive.google.com/file/d/1QhJN9rO5GEfJCF-_7VC2fMFmBzpjpoSH/view?usp=sharing,BASIC
Friend,,"Hook index fingers together, then reverse the position",She is my best friend.,beginner,FALSE,FALSE,2025-07-02T14:53:25.051120,2025-07-02T14:53:25.051123,https://drive.google.com/file/d/1ml7lthsJX7nIioROPcMtMQ1VUwnyyl_E/view?usp=sharing,BASIC
Frustrated,,,,intermediate,FALSE,FALSE,2025-07-02T14:53:25.051905,2025-07-02T14:53:25.051907,,EMOTIONS AND REACTIONS
Full Moon,,Sign language gesture for 'Full Moon',Example sentence using 'Full Moon'.,advanced,FALSE,FALSE,2025-07-17T18:32:00.746197,2025-07-17T18:32:00.746197,https://drive.google.com/file/d/1F-1V1LwL2V4cUgktDRwpBVY6HJLwDUpU/view?usp=sharing,ADVANCED
Furious,,Sign language gesture for 'Furious',Example sentence using 'Furious'.,beginner,FALSE,FALSE,2025-07-17T18:32:00.744758,2025-07-17T18:32:00.744758,https://drive.google.com/file/d/1GkR79a0L54Ogtf9eSegRwrKaWIYY7gpY/view?usp=sharing,BASIC
Galaxy,,Sign language gesture for 'Galaxy',Example sentence using 'Galaxy'.,intermediate,FALSE,FALSE,2025-07-17T18:32:00.746318,2025-07-17T18:32:00.746318,https://drive.google.com/file/d/1XfY70ydtE82wXBoYNT_yt21OBW_lLVRv/view?usp=sharing,GENERAL
Garrison Town,,Sign language gesture for 'Garrison Town',Example sentence using 'Garrison Town'.,beginner,FALSE,FALSE,2025-07-17T18:32:00.746766,2025-07-17T18:32:00.746766,https://drive.google.com/file/d/12vJQq-W_ITTR5ZiQc9nHJkj7FPDTfXwN/view?usp=sharing,BASIC
Generalized Anxiety Disorder,,Sign language gesture for 'Generalized Anxiety Disorder',Example sentence using 'Generalized Anxiety Disorder'.,advanced,FALSE,FALSE,2025-07-17T18:32:00.744811,2025-07-17T18:32:00.744811,https://drive.google.com/file/d/1bE3Ja8Ep2zY_ZjCzHbzjffNzG9zgjDPv/view?usp=sharing,MEDICAL AND HEALTH
Generational Trauma,,Sign language gesture for 'Generational Trauma',Example sentence using 'Generational Trauma'.,advanced,FALSE,FALSE,2025-07-17T18:32:00.744818,2025-07-17T18:32:00.744818,https://drive.google.com/file/d/1fnAh1awS-Ce7c07YRO66dpBKBkeewtcp/view?usp=sharing,MEDICAL AND HEALTH
Glacial Moraine,,Sign language gesture for 'Glacial Moraine',Example sentence using 'Glacial Moraine'.,beginner,FALSE,FALSE,2025-07-17T18:32:00.746147,2025-07-17T18:32:00.746147,https://drive.google.com/file/d/1Q8hk4s158uSBamXWpdmI5MFvKaLgpU3g/view?usp=sharing,BASIC
Global Warming,,Sign language gesture for 'Global Warming',Example sentence using 'Global Warming'.,beginner,FALSE,FALSE,2025-07-17T18:32:00.746376,2025-07-17T18:32:00.746376,https://drive.google.com/file/d/1v0WZ7lZAHxZJGokBm3NsbQd6DMCCJ1AQ/view?usp=sharing,BASIC
Go,,Point index fingers forward and move them away from body,Let's go to the park.,beginner,FALSE,FALSE,2025-07-02T14:53:25.051195,2025-07-02T14:53:25.051197,https://drive.google.com/file/d/1rkAcwNOBRFbcG2hkJCU3Kw4BHnklCwBW/view?usp=sharing,BASIC
Go to Market,,,,intermediate,FALSE,FALSE,2025-07-02T14:53:25.051922,2025-07-02T14:53:25.051924,,DAILY ACTIONS
Gonds,,Sign language gesture for 'Gonds',Example sentence using 'Gonds'.,intermediate,FALSE,FALSE,2025-07-17T18:32:00.747036,2025-07-17T18:32:00.747036,https://drive.google.com/file/d/1hoEmL073YmZkF7CsYO2N--TmuJZtqaHu/view?usp=sharing,GENERAL
Good,,Thumbs up,That's a good idea.,beginner,FALSE,FALSE,2025-07-02T14:53:25.051493,2025-07-02T14:53:25.051495,https://drive.google.com/file/d/1j4kiCENBVD6--w3P_PJQCpRTN9ZcuAfO/view?usp=sharing,BASIC
Good Morning,,"Sign 'good' (thumbs up) then 'morning' (left arm horizontal, right hand rising from behind left arm)","Good morning, have a nice day!",beginner,FALSE,FALSE,2025-07-02T14:53:25.051033,2025-07-02T14:53:25.051035,https://drive.google.com/file/d/1duxxMv4LhfVd6vPntKXm2_BhZULPuTZO/view?usp=sharing,BASIC
Gravity,,Sign language gesture for 'Gravity',Example sentence using 'Gravity'.,beginner,FALSE,FALSE,2025-07-17T18:32:00.746877,2025-07-17T18:32:00.746877,https://drive.google.com/file/d/1a8GadxSBO3KhYLv2nnU7DeKlIMosG49T/view?usp=sharing,BASIC
Grief,,Sign language gesture for 'Grief',Example sentence using 'Grief'.,beginner,FALSE,FALSE,2025-07-17T18:32:00.744803,2025-07-17T18:32:00.744803,https://drive.google.com/file/d/1wQs_F9K088YEsOq10ePdwr0hWYArs8YV/view?usp=sharing,BASIC
Group Therapy,,Sign language gesture for 'Group Therapy',Example sentence using 'Group Therapy'.,advanced,FALSE,FALSE,2025-07-17T18:32:00.744793,2025-07-17T18:32:00.744793,https://drive.google.com/file/d/1C3v8SOcNHN8uBEA_ElAaq9C8bUbZhv_f/view?usp=sharing,MEDICAL AND HEALTH
Hallucinations Types,,Sign language gesture for 'Hallucinations Types',Example sentence using 'Hallucinations Types'.,beginner,FALSE,FALSE,2025-07-17T18:32:00.744726,2025-07-17T18:32:00.744726,https://drive.google.com/file/d/1RnaC_SbIFdB5K6kZTkP-RY6BHlGcZ9ZO/view?usp=sharing,BASIC
Happy,,Pat chest with both hands in upward motion,I am so happy today!,beginner,FALSE,FALSE,2025-07-02T14:53:25.051290,2025-07-02T14:53:25.051292,https://drive.google.com/file/d/1HUjFYbNx4TsGhwupRh6dZbS5ov8Urtte/view?usp=sharing,BASIC
Hat,,Pat top of head,I lost my hat.,beginner,FALSE,FALSE,2025-07-02T14:53:25.051649,2025-07-02T14:53:25.051651,https://drive.google.com/file/d/1xeecwtnEzTBKLJxsWjIRYog72K8LLdua/view?usp=sharing,BASIC
Hate,,Middle finger flicks away from thumb,I hate waiting in line.,beginner,FALSE,FALSE,2025-07-02T14:53:25.051529,2025-07-02T14:53:25.051531,https://drive.google.com/file/d/1t1Zkx9WBKRgNml9cMChx_o9K_LhQ_7Tq/view?usp=sharing,BASIC
Healing,,Sign language gesture for 'Healing',Example sentence using 'Healing'.,intermediate,FALSE,FALSE,2025-07-17T18:32:00.744739,2025-07-17T18:32:00.744739,https://drive.google.com/file/d/1xJ2EdH1v08nA7Oj_KAts46hbfpYhsTtd/view?usp=sharing,EMOTIONS AND REACTIONS
Healthy Boundaries,,Sign language gesture for 'Healthy Boundaries',Example sentence using 'Healthy Boundaries'.,advanced,FALSE,FALSE,2025-07-17T18:32:00.744746,2025-07-17T18:32:00.744746,https://drive.google.com/file/d/1tX59uTCBxU0gGfYpLCmLgEgKMJoso430/view?usp=sharing,MEDICAL AND HEALTH
Healthy Lifestyle,,Sign language gesture for 'Healthy Lifestyle',Example sentence using 'Healthy Lifestyle'.,advanced,FALSE,FALSE,2025-07-17T18:32:00.744733,2025-07-17T18:32:00.744733,https://drive.google.com/file/d/1yAVVho3Tvu2jrLseA1-XwqCJIljiq_BK/view?usp=sharing,MEDICAL AND HEALTH
Healthy Stress Eustress,,Sign language gesture for 'Healthy Stress Eustress',Example sentence using 'Healthy Stress Eustress'.,advanced,FALSE,FALSE,2025-07-17T18:32:00.744687,2025-07-17T18:32:00.744687,https://drive.google.com/file/d/1tiLa2Xhi-xdgSVrs0Brirfoy-jdlMeAl/view?usp=sharing,MEDICAL AND HEALTH
Hello,,"Raise right hand with palm facing forward, fingers extended, move hand slightly forward","Hello, how are you today?",beginner,FALSE,FALSE,2025-07-02T14:53:25.050993,2025-07-02T14:53:25.051002,https://drive.google.com/file/d/1q25_z8OFiFiWlSAKuESn4mw9Cytpxmr3/view?usp=sharing,BASIC
Help,,Place right fist on left palm and lift both hands up together,Can you help me carry this?,beginner,FALSE,FALSE,2025-07-02T14:53:25.051051,2025-07-02T14:53:25.051055,https://drive.google.com/file/d/1gOcGWvH7K9KADpVCQL27auAbzFl3OrG8/view?usp=sharing,BASIC
Helpless,,Sign language gesture for 'Helpless',Example sentence using 'Helpless'.,intermediate,FALSE,FALSE,2025-07-17T18:32:00.744699,2025-07-17T18:32:00.744699,https://drive.google.com/file/d/1rYNHOP-vt9uHtG2Yl7Ixt8K-uq2gdMMq/view?usp=sharing,GENERAL
Hesitant,,Sign language gesture for 'Hesitant',Example sentence using 'Hesitant'.,intermediate,FALSE,FALSE,2025-07-17T18:32:00.744702,2025-07-17T18:32:00.744702,https://drive.google.com/file/d/1fJjp8I68t9mJ3AZuz89RqTJPvd3_Kja9/view?usp=sharing,EMOTIONS AND REACTIONS
Highly Sensitive,,Sign language gesture for 'Highly Sensitive',Example sentence using 'Highly Sensitive'.,beginner,FALSE,FALSE,2025-07-17T18:32:00.744669,2025-07-17T18:32:00.744669,https://drive.google.com/file/d/17jlwMAxefGKnj0lzEROOHBpWxdUv7ens/view?usp=sharing,BASIC
Home,,"Touch fingertips to mouth, then move to cheek",I'm going home now.,beginner,FALSE,FALSE,2025-07-02T14:53:25.051164,2025-07-02T14:53:25.051166,https://drive.google.com/file/d/1348hkDG7eMmmoV5sJ2EKvJ7g960AuGJ4/view?usp=sharing,BASIC
Home Visit,,Sign language gesture for 'Home Visit',Example sentence using 'Home Visit'.,beginner,FALSE,FALSE,2025-07-17T18:32:00.744680,2025-07-17T18:32:00.744680,https://drive.google.com/file/d/1Ai_P82ApOrHTia0rBSYNZJxyBUS8q6Wu/view?usp=sharing,BASIC
Horticulture,,Sign language gesture for 'Horticulture',Example sentence using 'Horticulture'.,intermediate,FALSE,FALSE,2025-07-17T18:32:00.747907,2025-07-17T18:32:00.747907,https://drive.google.com/file/d/1tsN4d2BEyMNwkxOaosstPxESL2bxNjMj/view?usp=sharing,HISTORY AND CULTURE
Hospice,,Sign language gesture for 'Hospice',Example sentence using 'Hospice'.,beginner,FALSE,FALSE,2025-07-17T18:32:00.744714,2025-07-17T18:32:00.744714,https://drive.google.com/file/d/1AcE1ts4PyljlWJNVOeied_qNKvM4eKeY/view?usp=sharing,BASIC
Hot,,"Hold hand near mouth, then quickly move it away",The weather is very hot.,beginner,FALSE,FALSE,2025-07-02T14:53:25.051315,2025-07-02T14:53:25.051317,https://drive.google.com/file/d/1VVTblltdniuxMKIhpssgerw5scToVuL-/view?usp=sharing,BASIC
How,,Roll hands over each other,How are you feeling?,beginner,FALSE,FALSE,2025-07-02T14:53:25.051782,2025-07-02T14:53:25.051784,https://drive.google.com/file/d/19mUfBvzHjlX9JY1JeY9zCoYhTWHcac6w/view?usp=sharing,BASIC
Humayun,,Sign language gesture for 'Humayun',Example sentence using 'Humayun'.,intermediate,FALSE,FALSE,2025-07-17T18:32:00.746542,2025-07-17T18:32:00.746542,https://drive.google.com/file/d/1-bfRcyYFzpI5gz3k4Q1TEQPs-A5P0TW_/view?usp=sharing,GENERAL
Humiliated,,Sign language gesture for 'Humiliated',Example sentence using 'Humiliated'.,beginner,FALSE,FALSE,2025-07-17T18:32:00.744658,2025-07-17T18:32:00.744658,https://drive.google.com/file/d/1QmAxzu_ufanUfJCSKnqPPsaBUozerEoL/view?usp=sharing,BASIC
Hundred,,Make '1' then 'C' handshape,One hundred dollars.,beginner,FALSE,FALSE,2025-07-02T14:53:25.051746,2025-07-02T14:53:25.051748,https://drive.google.com/file/d/1D3RLckLaPEgR07ptbX7x-SSrj-bXaAKg/view?usp=sharing,BASIC
Hydrosphere,,Sign language gesture for 'Hydrosphere',Example sentence using 'Hydrosphere'.,advanced,FALSE,FALSE,2025-07-17T18:32:00.746352,2025-07-17T18:32:00.746352,https://drive.google.com/file/d/1A7MU66wmL51E1-fGffMNpgWdxKq_rum9/view?usp=sharing,ADVANCED
Hyper,,Sign language gesture for 'Hyper',Example sentence using 'Hyper'.,intermediate,FALSE,FALSE,2025-07-17T18:32:00.744646,2025-07-17T18:32:00.744646,https://drive.google.com/file/d/1fThd4uM-qBGZkOy0Pl8iXgxYX-MrkU60/view?usp=sharing,GENERAL
Hyperactivity,,Sign language gesture for 'Hyperactivity',Example sentence using 'Hyperactivity'.,beginner,FALSE,FALSE,2025-07-17T18:32:00.744635,2025-07-17T18:32:00.744635,https://drive.google.com/file/d/1yLZ2ZDyUaNAd2VhZO9zO1HAsRb83CMSC/view?usp=sharing,DAILY ACTIONS
Hyperfixation,,Sign language gesture for 'Hyperfixation',Example sentence using 'Hyperfixation'.,beginner,FALSE,FALSE,2025-07-17T18:32:00.744625,2025-07-17T18:32:00.744625,https://drive.google.com/file/d/1EdF5rQebfMOafOy39MMSeMf4e44HSfKM/view?usp=sharing,BASIC
Hyperresponsibility,,Sign language gesture for 'Hyperresponsibility',Example sentence using 'Hyperresponsibility'.,beginner,FALSE,FALSE,2025-07-17T18:32:00.744603,2025-07-17T18:32:00.744603,https://drive.google.com/file/d/190Mz5WHR71L_nbkSpXATVWVsZe_WRHee/view?usp=sharing,BASIC
Hypochondria,,Sign language gesture for 'Hypochondria',Example sentence using 'Hypochondria'.,beginner,FALSE,FALSE,2025-07-17T18:32:00.744614,2025-07-17T18:32:00.744614,https://drive.google.com/file/d/1kAxdVvFo_yFRR4aMqoP8GT6WqOiLt29f/view?usp=sharing,BASIC
I Love You,,"Point to self, cross arms over chest, then point to the person",I love you very much.,beginner,FALSE,FALSE,2025-07-02T14:53:25.051042,2025-07-02T14:53:25.051045,,BASIC
I am,,Point to self then sign 'am',I am a teacher.,beginner,FALSE,FALSE,2025-07-02T14:53:25.051819,2025-07-02T14:53:25.051822,,BASIC
Igneous Rocks,,Sign language gesture for 'Igneous Rocks',Example sentence using 'Igneous Rocks'.,beginner,FALSE,FALSE,2025-07-17T18:32:00.746238,2025-07-17T18:32:00.746238,https://drive.google.com/file/d/1d6g-xOZUr1kJiv_Hhk7EZZGHoaCZHK7B/view?usp=sharing,BASIC
Impulsive,,Sign language gesture for 'Impulsive',Example sentence using 'Impulsive'.,beginner,FALSE,FALSE,2025-07-17T18:32:00.744591,2025-07-17T18:32:00.744591,https://drive.google.com/file/d/13ui-WoVTJbn-5Il7mjj5EvA5vMdR-1K3/view?usp=sharing,BASIC
Inner Child,,Sign language gesture for 'Inner Child',Example sentence using 'Inner Child'.,beginner,FALSE,FALSE,2025-07-17T18:32:00.744568,2025-07-17T18:32:00.744568,https://drive.google.com/file/d/1H6gt-abGVe7XPCCC9Yq0MRWer0YIQl6z/view?usp=sharing,BASIC
Inside,,Put one hand inside the other cupped hand,The keys are inside the bag.,beginner,FALSE,FALSE,2025-07-02T14:53:25.051396,2025-07-02T14:53:25.051398,https://drive.google.com/file/d/1llDkJQM7L-HHl2hBCkTMiknyEAAzW4Q9/view?usp=sharing,BASIC
Insomnia,,Sign language gesture for 'Insomnia',Example sentence using 'Insomnia'.,beginner,FALSE,FALSE,2025-07-17T18:32:00.744579,2025-07-17T18:32:00.744579,https://drive.google.com/file/d/1oH-jpoFiHkWfmp2o4G9HrotDtYbgAup-/view?usp=sharing,BASIC
Intellectual Disability,,Sign language gesture for 'Intellectual Disability',Example sentence using 'Intellectual Disability'.,beginner,FALSE,FALSE,2025-07-17T18:32:00.744524,2025-07-17T18:32:00.744524,https://drive.google.com/file/d/1qTyp0VA_qmtxgk6ZGhPve2Zp3h5wpxDe/view?usp=sharing,BASIC
Internet,,Both hands make connecting motions,The internet is slow today.,beginner,FALSE,FALSE,2025-07-02T14:53:25.051603,2025-07-02T14:53:25.051607,https://drive.google.com/file/d/1r8PNy19Wt_t10egWA4ILoD3elJ76vedO/view?usp=sharing,BASIC
Irritability Irritable Mood,,Sign language gesture for 'Irritability Irritable Mood',Example sentence using 'Irritability Irritable Mood'.,intermediate,FALSE,FALSE,2025-07-17T18:32:00.744556,2025-07-17T18:32:00.744556,https://drive.google.com/file/d/1KsYUJiEBocgyQ9j2KWRW-o39VtGAVsrJ/view?usp=sharing,EMOTIONS AND REACTIONS
Jahangir,,Sign language gesture for 'Jahangir',Example sentence using 'Jahangir'.,beginner,FALSE,FALSE,2025-07-17T18:32:00.747048,2025-07-17T18:32:00.747048,https://drive.google.com/file/d/1hJVI7b1TX0hR0zBjAmHyYdsG_bqI2hjE/view?usp=sharing,BASIC
Jealous,,,,intermediate,FALSE,FALSE,2025-07-02T14:53:25.051900,2025-07-02T14:53:25.051902,https://drive.google.com/file/d/1V8rT0f9hFl_EiB-z2zgCmCwtLkfiYO5a/view?usp=sharing,EMOTIONS AND REACTIONS
Judgemental,,Sign language gesture for 'Judgemental',Example sentence using 'Judgemental'.,advanced,FALSE,FALSE,2025-07-17T18:32:00.744547,2025-07-17T18:32:00.744547,https://drive.google.com/file/d/17UwMD-2ysejZrw4RrQOerrDyt6lmyIc-/view?usp=sharing,MEDICAL AND HEALTH
Jupiter,,Sign language gesture for 'Jupiter',Example sentence using 'Jupiter'.,beginner,FALSE,FALSE,2025-07-17T18:32:00.747124,2025-07-17T18:32:00.747124,https://drive.google.com/file/d/1dKTgimS7EBdoRX_JDVFUESx_DZtZffoO/view?usp=sharing,BASIC
Kaveri River,,Sign language gesture for 'Kaveri River',Example sentence using 'Kaveri River'.,beginner,FALSE,FALSE,2025-07-17T18:32:00.747388,2025-07-17T18:32:00.747388,https://drive.google.com/file/d/11XSMomfRyCdmNTN6ge2IGg1USBrSeH7O/view?usp=sharing,BASIC
Lack Of Communication,,Sign language gesture for 'Lack Of Communication',Example sentence using 'Lack Of Communication'.,beginner,FALSE,FALSE,2025-07-17T18:32:00.744479,2025-07-17T18:32:00.744479,https://drive.google.com/file/d/1_ADvjGc-4AGJFe7ksowK2PRLaeiHeSIq/view?usp=sharing,COMMUNICATION
Landslide,,Sign language gesture for 'Landslide',Example sentence using 'Landslide'.,intermediate,FALSE,FALSE,2025-07-17T18:32:00.747210,2025-07-17T18:32:00.747210,https://drive.google.com/file/d/1IVL9IUwQzMKfWsyQLu5YOtK0cYlKaIqP/view?usp=sharing,SCIENCE AND ACADEMIC
Large Scale Industries,,Sign language gesture for 'Large Scale Industries',Example sentence using 'Large Scale Industries'.,beginner,FALSE,FALSE,2025-07-17T18:32:00.747878,2025-07-17T18:32:00.747878,https://drive.google.com/file/d/1kuwm5Yg8CKWgUVcQq77x_toq7IWbTRMf/view?usp=sharing,BASIC
Later,,"Thumb and index finger in 'L' shape, move forward",I'll call you later.,beginner,FALSE,FALSE,2025-07-02T14:53:25.051381,2025-07-02T14:53:25.051383,https://drive.google.com/file/d/1rCkf9jG7LuUt4q1o7Yu_Ji7eJOjZA48w/view?usp=sharing,BASIC
Laugh,,Index fingers flick up from corners of mouth,That joke made me laugh.,beginner,FALSE,FALSE,2025-07-02T14:53:25.051539,2025-07-02T14:53:25.051541,https://drive.google.com/file/d/1Od7u2SpZQJxa5b8hB7zdizWPvyOqRs1A/view?usp=sharing,BASIC
Lava,,Sign language gesture for 'Lava',Example sentence using 'Lava'.,beginner,FALSE,FALSE,2025-07-17T18:32:00.747078,2025-07-17T18:32:00.747078,https://drive.google.com/file/d/1lx5Ab1rc6PpFAo5tzS8YuQ-mH_4l8j2V/view?usp=sharing,BASIC
Leap Year,,Sign language gesture for 'Leap Year',Example sentence using 'Leap Year'.,advanced,FALSE,FALSE,2025-07-17T18:32:00.746251,2025-07-17T18:32:00.746251,https://drive.google.com/file/d/1xgxCG4LPf2Sd8cWwTk8F9yRzsekM-qmf/view?usp=sharing,ADVANCED
Legal Aid Services,,Sign language gesture for 'Legal Aid Services',Example sentence using 'Legal Aid Services'.,beginner,FALSE,FALSE,2025-07-17T18:32:00.744502,2025-07-17T18:32:00.744502,https://drive.google.com/file/d/1UhlEWzLf9tlP31wvT7J74BPcN88XEjaO/view?usp=sharing,BASIC
Less,,Gesture representing 'Less' in ISL,Use the sign for 'Less' in a sentence like: 'I want to less.',beginner,FALSE,FALSE,2025-07-02T14:53:25.051866,2025-07-02T14:53:25.051868,https://drive.google.com/file/d/1Ndojen2d7VdVQftGzDnYBPSLsdB19PCj/view?usp=sharing,BASIC
Lethargy,,Sign language gesture for 'Lethargy',Example sentence using 'Lethargy'.,intermediate,FALSE,FALSE,2025-07-17T18:32:00.744468,2025-07-17T18:32:00.744468,https://drive.google.com/file/d/1-ZwM7Wyy8RWBAxPxth6ySzffFKFRrEZq/view?usp=sharing,GENERAL
Life Expectancy,,Sign language gesture for 'Life Expectancy',Example sentence using 'Life Expectancy'.,beginner,FALSE,FALSE,2025-07-17T18:32:00.746284,2025-07-17T18:32:00.746284,https://drive.google.com/file/d/1prB7x17rodY8ckkKNrX-sSb9EtmulqDG/view?usp=sharing,BASIC
Lifeskills,,Sign language gesture for 'Lifeskills',Example sentence using 'Lifeskills'.,beginner,FALSE,FALSE,2025-07-17T18:32:00.744513,2025-07-17T18:32:00.744513,https://drive.google.com/file/d/1pS8WxEtzLk_0HNo6wUfX82fVmtz9EKD9/view?usp=sharing,BASIC
Lifestyle,,Sign language gesture for 'Lifestyle',Example sentence using 'Lifestyle'.,beginner,FALSE,FALSE,2025-07-17T18:32:00.744491,2025-07-17T18:32:00.744491,https://drive.google.com/file/d/1ep3ysgDdrzSL0YNXrguc7Kvv-ejRUevt/view?usp=sharing,BASIC
Like,,Thumb and middle finger pull away from chest,I like ice cream.,beginner,FALSE,FALSE,2025-07-02T14:53:25.051518,2025-07-02T14:53:25.051520,https://drive.google.com/file/d/1Xmr6zVoBZZOYlIIvKczKcWfEnwyJLcou/view?usp=sharing,BASIC
Listen,,Cup hand behind ear,Listen to the music.,beginner,FALSE,FALSE,2025-07-02T14:53:25.051268,2025-07-02T14:53:25.051270,https://drive.google.com/file/d/13Ka0q6mmA0LYu0SuoL5T8I0l-GrmpcT1/view?usp=sharing,BASIC
Lithosphere,,Sign language gesture for 'Lithosphere',Example sentence using 'Lithosphere'.,beginner,FALSE,FALSE,2025-07-17T18:32:00.747527,2025-07-17T18:32:00.747527,https://drive.google.com/file/d/13JKqHZLQmfx6y9FCUkuZRC_X2gv4EqE-/view?usp=sharing,BASIC
Local Winds,,Sign language gesture for 'Local Winds',Example sentence using 'Local Winds'.,beginner,FALSE,FALSE,2025-07-17T18:32:00.747407,2025-07-17T18:32:00.747407,https://drive.google.com/file/d/1dLjhkEpeKDCwrFgxUWugbtXAEr9Z2fkr/view?usp=sharing,BASIC
Loess,,Sign language gesture for 'Loess',Example sentence using 'Loess'.,intermediate,FALSE,FALSE,2025-07-17T18:32:00.747755,2025-07-17T18:32:00.747755,https://drive.google.com/file/d/17zefju6WwSK0r35JmceDrBAY-psbld9Y/view?usp=sharing,GENERAL
Longstay Homes,,Sign language gesture for 'Longstay Homes',Example sentence using 'Longstay Homes'.,beginner,FALSE,FALSE,2025-07-17T18:32:00.744457,2025-07-17T18:32:00.744457,https://drive.google.com/file/d/1JHnSIgptIHaj3gAXMPjP85wno1VOfCHm/view?usp=sharing,BASIC
Look,,Point index finger from eye toward object,Look at the beautiful sunset.,beginner,FALSE,FALSE,2025-07-02T14:53:25.051273,2025-07-02T14:53:25.051275,https://drive.google.com/file/d/1zwFHx5VqpXc-Hfj-E73m2u1sGy9zH_MF/view?usp=sharing,BASIC
Love,,Cross arms over chest,I love my family.,beginner,FALSE,FALSE,2025-07-02T14:53:25.051513,2025-07-02T14:53:25.051515,https://drive.google.com/file/d/1MaD4acoWdFzNyho7dTDMUzDiIbOXpH4d/view?usp=sharing,BASIC
Magma,,Sign language gesture for 'Magma',Example sentence using 'Magma'.,intermediate,FALSE,FALSE,2025-07-17T18:32:00.746754,2025-07-17T18:32:00.746754,https://drive.google.com/file/d/1LC29KZTuFOhaAxSgP0BP7JONnKjBsewK/view?usp=sharing,GENERAL
Manipulation,,Sign language gesture for 'Manipulation',Example sentence using 'Manipulation'.,beginner,FALSE,FALSE,2025-07-17T18:32:00.744446,2025-07-17T18:32:00.744446,https://drive.google.com/file/d/1cys_A7K7zHt9DnFeSz0mc0OZlY26xgZx/view?usp=sharing,BASIC
Mantle,,Sign language gesture for 'Mantle',Example sentence using 'Mantle'.,intermediate,FALSE,FALSE,2025-07-17T18:32:00.747563,2025-07-17T18:32:00.747563,https://drive.google.com/file/d/1RE0AZchZG1MWG5Fa4XLBAWlWdgZe7RDQ/view?usp=sharing,GENERAL
Mars,,Sign language gesture for 'Mars',Example sentence using 'Mars'.,beginner,FALSE,FALSE,2025-07-17T18:32:00.747356,2025-07-17T18:32:00.747356,https://drive.google.com/file/d/1unD0mNA4eipXCX1KcYD6-RVvljUw5H2c/view?usp=sharing,BASIC
Medication,,Sign language gesture for 'Medication',Example sentence using 'Medication'.,beginner,FALSE,FALSE,2025-07-17T18:32:00.744435,2025-07-17T18:32:00.744435,https://drive.google.com/file/d/1d3453qWsvpJqyw0okDWAnlzMI9UT5k1c/view?usp=sharing,BASIC
